average_voltage,max_delta_volume,capacity_grav,capacity_vol,energy_grav,energy_vol,working_ion,formula_charge,id_charge,formula_discharge,id_discharge,fracA_charge,fracA_discharge,stability_charge,stability_discharge,battery_id,battery_type
2.6004102979999995,0.0094921456605709,23.094033565916742,99.62297670750829,60.05396270716754,259.0606145476186,K,KMn6O12,mp-761493,KMn4O8,mp-1003316,0.0526315789473684,0.0769230769230769,-8.881784197001252e-16,0.006533513333319,mp-1003316_K,intercalation
0.2576062655000015,0.1652362579953519,62.92254994717769,256.4878393302768,16.209243107629764,66.07287443603703,K,KMn4O8,mp-1003316,KMn2O4,mp-1080245,0.0769230769230769,0.1428571428571428,0.006533513333319,0.1494092116071401,mp-1003316_K,intercalation
3.3648478462500107,0.0172393423311105,72.87241402536347,303.7542194028415,245.20458538428332,1022.0867309470044,Ca,MnO2,mp-19395,CaMn8O16,mp-1003319,0.0,0.04,0.0,0.0061360238750012,mp-1003318_Ca,intercalation
2.1457084912500006,0.0123244320714592,69.10708462723521,300.0561971830387,148.28365829019097,643.8331301478306,Ca,CaMn8O16,mp-1003319,CaMn4O8,mvc-12608,0.04,0.0769230769230769,0.0061360238750012,0.1055799962980774,mp-1003318_Ca,intercalation
2.8018723837499997,0.4503008232215788,422.02124257601,1744.9512661689678,1182.4496649295818,4889.130763668425,Ca,MnO2,mp-543057,CaMnO2,mp-1003322,0.0,0.25,0.1613704624999998,0.0230605174999993,mp-1003322_Ca,intercalation
1.6176077729999996,0.265833276354533,136.6483548766065,541.9457766125041,221.04344101606108,876.6557007929081,K,NbS2,mp-10033,KNbS2,mp-7938,0.0,0.25,0.0,0.0102358139999987,mp-10033_K,intercalation
2.382014663333328,0.0131293931706348,106.68538042693258,446.79852796308734,254.12614054024783,1064.28064516382,Li,NbS2,mp-10033,Li9(NbS2)14,mp-767218,0.0,0.1764705882352941,0.0,0.0,mp-10033_Li,intercalation
2.0913238700000174,0.0022375675432471,11.817652030165537,49.7553633164031,24.714537778039357,104.05457896411704,Li,Li9(NbS2)14,mp-767218,Li5(NbS2)7,mp-767171,0.1764705882352941,0.1923076923076923,0.0,-8.881784197001252e-16,mp-10033_Li,intercalation
1.7459814850000048,0.0045630807865961,46.69891726398858,198.1174274389758,81.53544491247115,345.90936016428367,Li,Li5(NbS2)7,mp-767171,LiNbS2,mp-7936,0.1923076923076923,0.25,-8.881784197001252e-16,0.0,mp-10033_Li,intercalation
1.8048755549999984,0.1229050275976271,148.87549094084392,610.9269984155137,268.7017343377529,1102.6472053296834,Na,NbS2,mp-10033,NaNbS2,mp-7937,0.0,0.25,0.0,0.0,mp-10033_Na,intercalation
3.3400141587500043,0.0821470252225096,138.21416925447042,514.8968566482357,461.6372822498007,1719.762791500979,Ca,MnO2,mp-25547,CaMn4O8,mp-1003483,0.0,0.0769230769230769,0.0127184991666666,0.0273607662980772,mp-1003402_Ca,intercalation
2.322639092083333,0.1779953389019064,316.5159319320075,1311.2875059290332,735.1522767724681,3045.6476222312285,Ca,CaMn4O8,mp-1003483,CaMnO2,mp-1003402,0.0769230769230769,0.25,0.0273607662980772,0.0240163074999992,mp-1003402_Ca,intercalation
3.1501036662499997,0.2822318721151307,250.537692469264,992.4313344577254,789.2197035812434,3126.26158517666,Ca,MnO2,mp-25545,CaMn2O4,mvc-12108,0.0,0.1428571428571428,0.0318099208333322,0.0307363907142921,mp-1003486_Ca,intercalation
2.056656271249998,0.1344612739648663,211.01062128800496,874.8040653598023,433.97631757233376,1799.1712671372304,Ca,CaMn2O4,mvc-12108,CaMnO2,mp-1003486,0.1428571428571428,0.25,0.0307363907142921,0.0251363187499995,mp-1003486_Ca,intercalation
3.406605690000025,0.0099894794214743,38.155063968055465,152.96730741821062,129.9792580158927,521.0992998348594,Li,MnO2,mp-19395,LiMn8O16,mp-1016165,0.0,0.04,0.0,0.0123373423900066,mp-1003549_Li,intercalation
2.6428573829999995,0.1282276921114995,181.7935108909841,677.909736162961,480.4543224397281,1791.6187512258634,Li,LiMn8O16,mp-1016165,Li3Mn4O8,mp-1080219,0.04,0.2,0.0123373423900066,0.1286558696041533,mp-1003549_Li,intercalation
3.6805323150000175,0.0078104604118212,18.95464916596975,76.64902144630044,69.76319877483981,282.10920034623814,Na,MnO2,mp-19395,NaMn16O32,mp-1003635,0.0,0.0204081632653061,0.0,-1.7763568394002505e-15,mp-1003635_Na,intercalation
3.6768685149999913,0.0082021748980289,18.651397673870356,76.02544742978046,68.57873686779796,279.5355739933467,Na,NaMn16O32,mp-1003635,NaMn8O16,mp-1003638,0.0204081632653061,0.04,-1.7763568394002505e-15,0.0,mp-1003635_Na,intercalation
2.8513481550000064,0.0118677608006234,36.14620413451982,150.26755545532276,103.0654124692167,428.4651170038957,Na,NaMn8O16,mp-1003638,NaMn4O8,mp-1003636,0.04,0.0769230769230769,0.0,0.00106533576922,mp-1003635_Na,intercalation
1.5138805825000037,0.0741467010650771,68.07124454246677,279.7896326569248,103.05173533944978,423.56809206412726,Na,NaMn4O8,mp-1003636,NaMn2O4,mp-1003736,0.0769230769230769,0.1428571428571428,0.00106533576922,0.0985011191071292,mp-1003635_Na,intercalation
3.622818060000005,0.1051755618127074,100.09832943161148,435.43201815239786,362.6380356406722,1577.490979264757,Li,MnO2,mp-644514,LiMn3O6,mp-1003637,0.0,0.1,0.0164890480555559,0.0240622622249953,mp-1003637_Li,intercalation
2.8731229999999965,0.0199651643584073,49.40874615192983,213.454357740884,141.95740497027091,613.2806246755611,Li,LiMn3O6,mp-1003637,LiMn2O4,mp-1016095,0.1,0.1428571428571428,0.0240622622249953,0.0534525253273905,mp-1003637_Li,intercalation
1.6968076318750014,0.1132368885709971,240.9298529366324,857.8281628874722,408.8116132093996,1455.5693736247747,Mg,MgMn2O4,mp-1003641,MgMnO2,mvc-3728,0.1428571428571428,0.25,0.1569125376785711,0.197506442499999,mp-1003641_Mg,intercalation
1.912734378,0.5825492928533438,212.6508550948202,804.0994954622073,406.74460105095903,1538.0287483030188,K,MnO2,mp-25545,KMnO2,mp-1003854,0.0,0.25,0.0318099208333322,0.1489905268749991,mp-1003854_K,intercalation
2.8580524849999995,0.1431169169856245,270.4779343959702,1113.2081670902694,773.0401325380694,3181.607368274639,Mg,MnO2,mp-25545,MgMn2O4,mp-32006,0.0,0.1428571428571428,0.0318099208333322,0.0,mp-1003856_Mg,intercalation
1.838156225,0.059676259244163,240.9298529366324,1050.517228614982,442.8667089638054,1931.0147832483772,Mg,MgMn2O4,mp-32006,MgMnO2,mp-1003856,0.1428571428571428,0.25,0.0,0.0248708237499988,mp-1003856_Mg,intercalation
3.072943696250003,0.2472801965377196,138.21416925447042,563.7491055885881,424.7243601429559,1732.3692602850292,Ca,MnO2,mp-19326,CaMn4O8,mp-1080213,0.0,0.0769230769230769,0.0199835374999999,0.0751547189903849,mp-1004037_Ca,intercalation
2.7644394237500007,0.1424324419313445,125.268846234632,493.4638451229024,346.2981370986936,1364.1509076530158,Ca,CaMn4O8,mp-1080213,CaMn2O4,mp-1004038,0.0769230769230769,0.1428571428571428,0.0751547189903849,0.086717235357149,mp-1004037_Ca,intercalation
1.7259127649999997,0.1629218380864012,211.01062128800496,848.662100859507,364.1859248315485,1464.7167530451402,Ca,CaMn2O4,mp-1004038,CaMnO2,mp-1004037,0.1428571428571428,0.25,0.086717235357149,0.1568054343749994,mp-1004037_Ca,intercalation
3.5314818200000007,0.0817729431466227,75.56346039937834,325.00031530239187,266.8509866566946,1147.732704984665,Li,MnO2,mp-19326,LiMn4O8,mp-1004762,0.0,0.0769230769230769,0.0199835374999999,0.0325661445961529,mp-1004762_Li,intercalation
-0.872797395,8.025016636372621,628.6385511105373,1355.5762555952065,-548.6740898058513,-1183.1434246073504,Na,Co,mp-102,Na3Co,mp-1006112,0.0,0.75,0.01915361,0.6593864487499999,mp-1006112_Na,intercalation
0.6189059533333369,0.0295144981007824,73.89450835711767,539.5545894980912,45.73375114086014,333.9335475886934,Al,Al4Cu15,mp-1228752,AlCu3,mp-1008555,0.2105263157894736,0.25,0.0670707689473681,0.0086898474999994,mp-1008555_Al,intercalation
0.1171510424999998,3.859056947770636,630.8200055291688,5059.707150671055,73.9012212775978,592.749967445818,Zn,Ni,mp-1008728,Zn3Ni,mp-971941,0.0,0.75,0.0979936700000001,0.0391393056081081,mp-1008728_Zn,intercalation
0.8803349175000004,0.0487917269814375,284.93339099410457,1351.2028286528423,250.8368132537904,1189.511030687867,Zn,Ti2Al,mp-1008753,Ti2AlZn,mp-999072,0.0,0.25,0.8937391891666673,0.2858661875000008,mp-1008753_Zn,intercalation
1.220534219999999,0.1826554014544432,195.9163376477476,817.9185508550709,239.12259435615005,998.2975804914232,Li,MnAs,mp-1009131,LiMnAs,mp-1008911,0.0,0.3333333333333333,0.4432224037500001,0.1456826700000029,mp-1008911_Li,intercalation
-0.5371506087931033,18.053153586071645,113.31623032512483,30.25687351805009,-60.86788210528032,-16.25249803039653,Cs,RbSb,mp-1009650,Cs2RbSb,mp-1095809,0.0,0.5,0.9184707912500004,0.8374857866666674,mp-1009650_Cs,intercalation
-1.1108578349999998,0.3832261650630482,836.2474954913667,3186.5254655938065,-928.9520823657116,-3539.7767798819023,Ca,C,mp-568806,CaC2,mp-1009655,0.0,0.3333333333333333,0.0061747324999998,0.7446883783333336,mp-1009655_Ca,intercalation
0.4789544437499999,2.820228647961886,539.0862461406105,1640.6292649956586,258.1977531535516,785.7866770159669,Ca,Sn,mp-623511,Ca2Sn,mp-1009730,0.0,0.6666666666666666,0.0591465850000001,0.0318333458333328,mp-1009730_Ca,intercalation
0.0819852774999998,0.0123949488036672,202.8302439220483,810.2713604677538,16.629093833341788,66.4303223382512,Zn,Ca2Sn,mp-1009730,Ca2ZnSn,mp-1183468,0.0,0.25,0.0318333458333328,0.0215259624999997,mp-1009730_Zn,intercalation
1.0316660599999987,0.0286353193969488,157.0949326850817,578.5417033541258,162.06951024918325,596.861839645039,Li,ScSn,mp-1009747,LiScSn,mp-1100438,0.0,0.3333333333333333,1.0332585739285711,0.4842452402930401,mp-1009747_Li,intercalation
0.7301720849999989,0.1502620945665922,143.58781459239415,517.3676787448666,104.8438139615217,377.7674367007488,Na,ScSn,mp-1009747,NaScSn,mp-1100440,0.0,0.3333333333333333,1.0332585739285711,0.4871211790952423,mp-1009747_Na,intercalation
-0.1071170437500002,1.3943797116047767,878.6812757796012,2660.4421030701205,-94.12174065998953,-284.97869314890465,Mg,SiSn,mp-1009813,Mg4SiSn,mp-1222079,0.0,0.6666666666666666,0.1497232724999992,0.3615278233333332,mp-1009813_Mg,intercalation
-0.0056098733333336,4.096037918930696,953.0093288855976,2210.4302686997835,-5.346261620533489,-12.400233819572398,Li,Cu,mp-998890,Li3Cu,mp-975882,0.0,0.75,0.0346924700000004,0.0242830983333335,mp-1010136_Li,intercalation
2.160461684999999,0.0934056052485163,400.3104356764002,1745.7296932891868,864.8553583845194,3771.582114718088,Al,MnO2,mp-25545,Mn2AlO4,mp-1011710,0.0,0.1428571428571428,0.0318099208333322,0.1119922725000073,mp-1011710_Al,intercalation
4.402639714999995,0.0482713763242572,192.2244873628605,594.6978597240011,846.2951622592443,2618.240415646383,Na,CoP2O7,mp-1172914,Na2CoP2O7,mp-1011834,0.0,0.1666666666666666,0.0933968529374986,0.0117304635416699,mp-1011834_Na,intercalation
3.453305957500012,0.0091196325276099,66.21522507136706,232.97171384137937,228.661431216156,804.5226073374233,Li,Mo2P2O9,mp-1040930,LiMo2P2O9,mp-1012668,0.0,0.0714285714285714,0.0297015178845931,0.0132824917857146,mp-1012668_Li,intercalation
3.7230814650000026,0.0008871009372921,43.81308234551586,162.0559895323934,163.11967480510893,603.3476509202883,Na,Mo3P3O13,mp-1047920,NaMo3P3O13,mp-1012678,0.0,0.05,0.0400559142105283,0.0023915304166663,mp-1012678_Na,intercalation
4.78398116000002,0.0232071052183513,54.84044948941622,182.1551561990156,262.3556771633,871.4268354529514,Na,Mn3P3O13,mp-1047928,NaMn3P3O13,mp-1012742,0.0,0.05,0.0405955848026309,0.0008040144999954,mp-1012742_Na,intercalation
4.851894145000022,0.0039354506302642,57.78139094794428,183.45765191614552,280.34919243028816,890.1171071873986,Li,Cr3P3O13,mp-1047904,LiCr3P3O13,mp-1012789,0.0,0.05,0.0468460065058344,0.0222842239999856,mp-1012789_Li,intercalation
4.091689919999989,0.0091422698615799,56.21967896647458,176.90299464704364,230.03349373275944,723.8322000151204,Na,V3P3O13,mp-1047927,NaV3P3O13,mp-1012791,0.0,0.05,0.028122262938611,0.0065478353749863,mp-1012791_Na,intercalation
2.0336010350000087,1.819405019398701e-05,59.366830589914805,175.49028063525154,120.72844813232092,356.8772163322895,Li,Ti3P3O13,mp-1041196,LiTi3P3O13,mp-1012865,0.0,0.05,0.0322705484248135,0.0602455351071427,mp-1012865_Li,intercalation
4.92089150083333,0.0301535976264024,150.3651278196559,610.1467171263721,739.930479509462,3002.465794568522,Li,Cr2(GeO4)3,mvc-4499,Li3Cr2(GeO4)3,mp-1012879,0.0,0.15,0.3223500458823531,0.1407484707499744,mp-1012879_Li,intercalation
1.779516748750001,0.1381550693173945,107.12793628738142,344.2379564085733,190.63595688241824,612.577208984529,Ca,VS2,mp-1013526,Ca(VS2)4,mvc-13560,0.0,0.0769230769230769,0.0172186766666673,0.0463837411538428,mp-1013526_Ca,intercalation
1.7157881099999996,0.1202463588261419,219.66176708328783,699.4821666698823,376.8930481830946,1200.1631847292222,Li,VS2,mp-1013526,LiVS2,mp-754542,0.0,0.25,0.0172186766666673,0.045381418571428,mp-1013526_Li,intercalation
0.9877471500000056,0.0413088912373351,110.61485399542978,376.2535578394287,109.25950678165248,371.64337943325785,Mg,VS2,mp-1013526,Mg(VS2)4,mvc-11476,0.0,0.0769230769230769,0.0172186766666673,0.0565677849999968,mp-1013526_Mg,intercalation
1.519737875,0.2838171172871546,194.1274442573317,610.3613511023844,295.02282961481814,927.5892627064666,Na,VS2,mp-1013526,NaVS2,mp-10224,0.0,0.25,0.0172186766666673,0.0190197540178562,mp-1013526_Na,intercalation
0.1417127275000047,0.0175752951028644,101.96589793035756,385.0291737853877,14.44986550769806,54.56353438420062,Zn,VS2,mp-1013526,V4ZnS8,mvc-11418,0.0,0.0769230769230769,0.0172186766666673,0.0913826019230734,mp-1013526_Zn,intercalation
1.2976181120833334,2.704425721245886,468.52856114469057,2242.5168748843894,607.971146969694,2909.9305135024983,Ca,BiN,mvc-11235,Ca3BiN,mp-31149,0.0,0.6,1.1587584413100007,-4.440892098500626e-15,mp-1013542_Ca,intercalation
0.5766732404166668,2.560683144401449,442.0814290358262,1382.8517528007894,254.93653021012065,797.4536013034987,Ca,Sb,mp-7761,Ca3Sb2,mp-1013546,0.0,0.6,0.234278395,0.417918909071429,mp-1013546_Ca,intercalation
1.38159154875,3.0010095684679703,628.1580016675654,2305.9440568730934,867.8577863835968,3185.8728208661555,Ca,SbN,mvc-11231,Ca3SbN,mp-1013548,0.0,0.6,1.2119429863100004,0.0,mp-1013548_Ca,intercalation
0.4375030004166666,2.222401572742071,298.79309153023763,1306.8124261264395,130.72287404825067,571.7343574121008,Ca,Bi,mp-568610,Ca3Bi2,mp-1013735,0.0,0.6,0.152541545,0.3657313798823529,mp-1013735_Ca,intercalation
2.6325257424999986,0.0118504104440639,86.84379210354399,258.43083773072044,228.6185182888977,680.3258329819615,Li,Ti2P2O9,mp-1044823,LiTi2P2O9,mp-1013762,0.0,0.0714285714285714,0.0637901492307708,0.0501888225765281,mp-1013762_Li,intercalation
3.2748332825000026,0.0023891804186448,129.13974246838734,563.3163872234475,422.9111267289539,1844.767253457005,Li,Ge3(MoO6)2,mvc-4408,Li3Ge3(MoO6)2,mp-1013795,0.0,0.15,0.1322886214705887,0.095950655069446,mp-1013795_Li,intercalation
3.145277338333335,0.0526164944911706,119.8702835609912,533.8826947246185,377.0252864239765,1679.2091410456765,Na,Ge3(MoO6)2,mvc-4408,Na3Ge3(MoO6)2,mp-1013797,0.0,0.15,0.1322886214705869,0.0461081903246753,mp-1013797_Na,intercalation
3.623116007500012,0.0260383580245295,63.68993316074476,229.1301571937136,230.7560163513002,830.1651403295377,Na,Mo2P2O9,mp-1040930,NaMo2P2O9,mp-1013843,0.0,0.0714285714285714,0.0297015178845931,0.0,mp-1013843_Na,intercalation
4.120713540000002,0.0116648069772997,85.14728654932911,259.46130170211103,350.86757657808056,1069.1656990299143,Li,V2P2O9,mvc-12304,LiV2P2O9,mp-1013850,0.0,0.0714285714285714,0.0344857077671125,0.0094117332142662,mp-1013850_Li,intercalation
2.096002029999989,0.003263522851221,57.32885006618298,174.92260958066427,120.16138611628456,366.638144773968,Na,Ti3P3O13,mp-1041196,NaTi3P3O13,mp-1013874,0.0,0.05,0.0322705484248135,0.0561242156931403,mp-1013874_Na,intercalation
4.066260304999991,0.0009372838864436,58.17821557037476,178.35312205602852,236.5677685895473,725.2302204892472,Li,V3P3O13,mp-1047927,LiV3P3O13,mp-1013878,0.0,0.05,0.028122262938611,0.013368679125044,mp-1013878_Li,intercalation
3.561168385000007,0.0071196436237985,44.993502300599886,160.7677478578541,160.2294379233214,572.5210209990425,Li,Mo3P3O13,mp-1047920,LiMo3P3O13,mp-1013898,0.0,0.05,0.0400559142105283,0.0112944261666676,mp-1013898_Li,intercalation
5.072958775000023,0.0050856054765149,56.3779430247005,178.53543156672748,286.0029807836057,905.7028842148464,Li,Fe3P3O13,mvc-11637,LiFe3P3O13,mp-1013899,0.0,0.05,0.0939048986184225,0.0418959453854155,mp-1013899_Li,intercalation
5.170296549999994,0.0368611411696893,82.57455523720336,260.10357982888064,426.9349380606965,1344.8126414319097,Li,Fe2P2O9,mp-1041062,LiFe2P2O9,mp-1013910,0.0,0.0714285714285714,0.14068128125,0.0560889082291682,mp-1013910_Li,intercalation
4.748126074999993,0.0207427356427103,56.70247646130428,182.5949316775061,269.23050700299217,866.9837562608091,Li,Mn3P3O13,mp-1047928,LiMn3P3O13,mp-1013917,0.0,0.05,0.0405955848026309,0.0235828754999998,mp-1013917_Li,intercalation
5.023880107499997,0.0155745817648831,84.58052529281093,266.2189859519469,424.9224185004532,1337.452267762807,Li,Cr2P2O9,mp-1040982,LiCr2P2O9,mp-1013922,0.0,0.0714285714285714,0.0608096795085177,0.0124393019642639,mp-1013922_Li,intercalation
5.293892737500007,0.0691873040704527,81.15023321424101,276.11853549060896,429.6006302593024,1461.7419097228728,Li,Ni2P2O9,mp-1044234,LiNi2P2O9,mp-1013987,0.0,0.0714285714285714,0.2140375684615358,0.1291533597767848,mp-1013987_Li,intercalation
0.0953045324999997,0.9421571707428612,439.1993470753014,2941.607866960112,41.85768844731671,280.3485625589548,Zn,TiZn,mp-1014230,TiZn3,mp-21289,0.5,0.75,0.0,0.0,mp-1014230_Zn,intercalation
1.9503240499999983,0.1678531272542918,260.2104028853908,818.8309243650004,507.4946068075666,1596.98564467279,Na,CrN2,mp-1014373,NaCrN2,mp-1029407,0.0,0.25,0.3365098292066673,0.0,mp-1014373_Na,intercalation
2.198039489719828,0.0677925667926457,161.96470063416348,656.6275717429306,356.00480793454136,1443.2933327298008,Rb,CrN2,mp-1014373,RbCrN2,mp-1029828,0.0,0.25,0.3365098292066673,0.0,mp-1014373_Rb,intercalation
0.6058390746666664,4.570470520247834,336.34300768881525,850.4915063790573,203.7697365487953,515.2609872365473,K,Sb,mp-10631,K3Sb,mp-10159,0.0,0.75,0.3117150749999999,0.0285353174999998,mp-10159_K,intercalation
2.5437602199999936,0.1536104976066072,188.0043565935448,834.300357514467,478.2380034893528,2122.260060977074,Mg,MnO2,mp-644514,MgMn3O6,mp-1016144,0.0,0.1,0.0164890480555559,0.0796141598124933,mp-1016144_Mg,intercalation
2.4697981075,0.5011862157574489,243.81248828406703,936.7966316713212,602.1676221488547,2313.698548014204,Na,MnO2,mp-19326,NaMnO2,mp-1016152,0.0,0.25,0.0199835374999999,0.0443119800000006,mp-1016152_Na,intercalation
2.1868971775,0.3493888362516422,481.8597058732648,2084.3601972274496,1053.7776307252232,4558.281432210053,Mg,MnO2,mp-19326,MgMnO2,mp-1016154,0.0,0.25,0.0199835374999999,0.0966046249999994,mp-1016154_Mg,intercalation
0.43871788,0.1014292530458353,103.31069883608296,630.252698763343,45.32425077468479,276.5031278657325,Li,MgSbPd,mp-10183,LiMgSbPd,mp-10179,0.0,0.25,0.0,0.0665048416666667,mp-10179_Li,intercalation
1.4696178879999984,0.0192979426208756,177.38130409251417,523.2434926399292,260.68273749112615,768.9679965632354,K,TiS2,mp-558110,KTiS2,mp-1018072,0.0,0.25,0.0020172266666662,0.0665732475,mp-1018072_K,intercalation
0.1958246399999999,1.208797515312701,540.5648269174819,2205.357230021772,105.8559126277782,431.8632856404106,Al,Sb,mp-80,AlSb,mp-1018100,0.0,0.5,0.2802454600000001,0.0081489025000003,mp-1018100_Al,intercalation
1.4654703259999995,0.4564030221518613,191.56046505057884,885.8025968537626,280.7261771663833,1298.1174203829298,Li,YSb2,mp-1018112,Li5(YSb2)2,mp-1222493,0.0,0.4545454545454545,0.5625641449999996,0.0387634240909084,mp-1018112_Li,intercalation
1.3020705500000014,0.0265936283351364,37.93569512858946,172.57122436855568,49.39495142071485,224.69990902773893,Li,Li5(YSb2)2,mp-1222493,Li3YSb2,mp-1206280,0.4545454545454545,0.5,0.0387634240909084,-8.881784197001252e-16,mp-1018112_Li,intercalation
0.3986797266666665,0.5732766263115481,241.87181613207565,1548.102694905344,96.42938954390615,617.1971592567925,Y,Sb,mp-80,YSb2,mp-1018112,0.0,0.3333333333333333,0.2802454600000001,0.5625641449999996,mp-1018112_Y,intercalation
-1.987401485,15.397662961735485,183.20450272809003,80.54125021560948,-364.1009007804926,-160.06780028225882,Li,GaBi,mp-1018126,Li2GaBi,mp-1093540,0.0,0.5,0.0271757525000002,1.3713820371428571,mp-1018126_Li,intercalation
0.2915278500000009,0.088745167995258,76.9958383069024,636.7908896588515,22.44643120055897,185.6422789618328,Li,MgSbPt,mp-10184,LiMgSbPt,mp-571584,0.0,0.25,0.0,0.0803558462499989,mp-10184_Li,intercalation
0.0342925966666657,0.048103868794789,95.67588997755726,519.0947316760478,3.2809747057246605,17.801106265157795,Y,Y(CuS)3,mp-1216184,Y(CuS)2,mp-1018642,0.1428571428571428,0.2,-8.881784197001252e-16,0.2979225345000005,mp-1018642_Y,intercalation
