Unnamed: 0,Bad,Formulas,Name_source,DOI
161959,1,"['Ac', 'Na']",GlyAc / NaGly,10.1016/j.jpowsour.2019.05.036
153105,1,['AcNH'],AcNH-TEMPO,10.1016/j.jpowsour.2016.06.125
2485,1,['AcOH'],AcOH,10.1016/0379-6779(94)90155-4
190571,1,['AcOH'],AcOH,10.1016/j.ssi.2003.08.038
199087,1,['AcOH'],AcOH,10.1039/C0DT00450B
561,,"['Ag', 'Ag']",Ag / Ag,10.1016/0022-0728(90)85027-3
585,,"['Ag', 'Ag']",Ag / Ag,10.1016/0022-0728(90)87135-7
2238,,"['Ag', 'Ag']",Ag / Ag,10.1016/0378-7753(94)02129-Q
2407,,"['Ag', 'Ag']",Ag / Ag,10.1016/0379-6779(91)91885-E
2451,,"['Ag', 'Ag']",Ag / Ag,10.1016/0379-6779(94)02590-U
2565,,"['Ag', 'Ag']",Ag / Ag,10.1016/0379-6779(96)03661-2
5076,,"['Ag', 'Ag']",Ag / Ag,10.1016/S0025-5408(97)00124-4
11411,,"['Ag', 'Ag']",Ag / Ag,10.1016/S0379-6779(98)80111-2
12817,,"['Ag', 'Ag']",Ag / Ag,10.1016/S1003-6326(11)61235-1
3412,,"['Ag', 'Ag']",Ag / Ag+ ,10.1016/S0013-4686(01)00853-2
3788,,"['Ag', 'Ag']",Ag / Ag+ ,10.1016/S0013-4686(03)00173-7
3821,,"['Ag', 'Ag']",Ag / Ag+ ,10.1016/S0013-4686(03)00267-6
162151,,"['Ag', 'Ag']",Ag / Ag+ ,10.1016/j.jpowsour.2019.226745
192552,,"['Ag', 'Ag']",Ag / Ag+ ,10.1016/j.ssi.2013.11.048
272594,,"['Ag', 'Ag']",Ag / Ag+ ,10.1039/C8QO00256H
233842,,"['Ag', 'Ag0.33V2O5']",Ag / Ag0.33V2O5,10.1039/C5RA18074K
222352,,"['Ag', 'Ag0.33V2O5']",Ag / Ag0.33V2O5 ,10.1039/C4TA00437J
105627,,"['Ag', 'Ag0.68V2O5']",Ag / Ag0.68V2O5,10.1016/j.jallcom.2017.06.234
217958,,"['Ag', 'Ag0.68V2O5']",Ag / Ag0.68V2O5,10.1039/C4NR00250D
11617,,"['Ag', 'Ag2CO3']",Ag / Ag2CO3,10.1016/S0925-4005(98)00043-4
59855,,"['Ag', 'Ag2O']",Ag / Ag-oxides,10.1016/j.electacta.2014.11.017
7591,,"['Ag', 'Ag2O']",Ag / Ag2O,10.1016/S0378-7753(00)00511-5
58110,,"['Ag', 'Ag2O']",Ag / Ag2O,10.1016/j.electacta.2014.06.008
285564,,"['Ag', 'Ag2O']",Ag / Ag2O ,10.1039/TF9686403137
1153,,"['Ag', 'Ag2O']",Silver / silver oxide,10.1016/0039-6028(93)90025-F
122666,,"['Ag', 'Ag2O']",Silver / silver oxide,10.1016/j.jneumeth.2007.08.019
206118,,"['Ag', 'Ag2S', 'Pt']",Ag / Ag2S / Pt,10.1039/C2RA22507G
11618,,"['Ag', 'Ag2S']",Ag / Ag2S,10.1016/S0925-4005(98)00043-4
42742,,"['Ag', 'Ag2SO4']",Silver / silver sulfate,10.1016/j.elecom.2019.05.019
189378,,"['Ag', 'Ag2V4O11']",Ag / Ag2V4O11,10.1016/j.snb.2010.07.016
222354,,"['Ag', 'Ag2V4O11']",Ag / Ag2V4O11,10.1039/C4TA00437J
253591,,"['Ag', 'Ag3Cu']",Ag / Ag3Cu,10.1039/C6TA10948A
197511,,"['Ag', 'AgBr']",Ag / AgBr,10.1039/B504839G
148,2,"['Ag', 'AgC']",Ag / AgC1,10.1016/0010-938X(94)90049-3
753,2,"['Ag', 'AgC']",Ag / AgC1,10.1016/0022-0728(93)03257-P
1117,2,"['Ag', 'AgC']",Ag / AgC1,10.1016/0032-3861(94)90332-8
1575,2,"['Ag', 'AgC']",Ag / AgC1,10.1016/0375-6742(92)90025-4
1589,2,"['Ag', 'AgC']",Ag / AgC1,10.1016/0378-4347(95)00465-3
2430,2,"['Ag', 'AgC']",Ag / AgC1,10.1016/0379-6779(93)90965-Y
2436,2,"['Ag', 'AgC']",Ag / AgC1,10.1016/0379-6779(93)91138-R
2510,2,"['Ag', 'AgC']",Ag / AgC1,10.1016/0379-6779(94)90266-6
2515,2,"['Ag', 'AgC']",Ag / AgC1,10.1016/0379-6779(94)90267-4
2534,2,"['Ag', 'AgC']",Ag / AgC1,10.1016/0379-6779(94)90309-3
2681,2,"['Ag', 'AgC']",Ag / AgC1,10.1016/0927-0248(92)90078-4
4453,2,"['Ag', 'AgC']",Ag / AgC1,10.1016/S0021-9673(01)81528-4
4456,2,"['Ag', 'AgC']",Ag / AgC1,10.1016/S0021-9673(96)00599-7
5220,2,"['Ag', 'AgC']",Ag / AgC1,10.1016/S0040-4039(98)01793-6
11358,2,"['Ag', 'AgC']",Ag / AgC1,10.1016/S0379-6779(97)81212-X
11377,2,"['Ag', 'AgC']",Ag / AgC1,10.1016/S0379-6779(98)00052-6
11382,2,"['Ag', 'AgC']",Ag / AgC1,10.1016/S0379-6779(98)00090-3
11405,2,"['Ag', 'AgC']",Ag / AgC1,10.1016/S0379-6779(98)80087-8
11408,2,"['Ag', 'AgC']",Ag / AgC1,10.1016/S0379-6779(98)80106-9
62044,2,"['Ag', 'AgC']",Ag / AgC1,10.1016/j.electacta.2015.04.096
2274,2,"['Ag', 'AgC']",Ag / AgC1 ,10.1016/0378-7753(94)02166-Z
7255,2,"['Ag', 'AgC']",Ag / AgC1 ,10.1016/S0254-0584(97)80052-1
4065,,"['Ag', 'AgCl', 'KCl']",Ag / AgCl / KCl,10.1016/S0013-4686(98)00072-3
39533,,"['Ag', 'AgCl', 'KCl']",Ag / AgCl / KCl,10.1016/j.egypro.2014.12.207
43841,,"['Ag', 'AgCl', 'KCl']",Ag / AgCl / KCl,10.1016/j.electacta.2005.12.057
45355,,"['Ag', 'AgCl', 'KCl']",Ag / AgCl / KCl,10.1016/j.electacta.2008.02.022
54654,,"['Ag', 'AgCl', 'KCl']",Ag / AgCl / KCl,10.1016/j.electacta.2013.07.091
167124,,"['Ag', 'AgCl', 'KCl']",Ag / AgCl / KCl,10.1016/j.matchemphys.2018.05.009
169743,,"['Ag', 'AgCl', 'KCl']",Ag / AgCl / KCl,10.1016/j.materresbull.2016.08.019
190284,,"['Ag', 'AgCl', 'KCl']",Ag / AgCl / KCl,10.1016/j.solmat.2007.04.028
197210,,"['Ag', 'AgCl', 'KCl']",Ag / AgCl / KCl,10.1039/B300566F
208474,,"['Ag', 'AgCl', 'KCl']",Ag / AgCl / KCl,10.1039/C3DT52608A
234226,,"['Ag', 'AgCl', 'KCl']",Ag / AgCl / KCl,10.1039/C5RA20301E
242339,,"['Ag', 'AgCl', 'KCl']",Ag / AgCl / KCl,10.1039/C6CY00796A
249721,,"['Ag', 'AgCl', 'KCl']",Ag / AgCl / KCl,10.1039/C6TA02563C
280497,,"['Ag', 'AgCl', 'KCl']",Ag / AgCl / KCl,10.1039/C9CP02536G
282830,,"['Ag', 'AgCl', 'KCl']",Ag / AgCl / KCl,10.1039/C9TA00404A
135674,,"['Ag', 'AgCl', 'KCl']",Ag / AgCl / KCl ,10.1016/j.jpowsour.2011.12.042
240597,,"['Ag', 'AgCl', 'KCl']",Ag / AgCl / KCl ,10.1039/C5TA10579J
40287,,"['Ag', 'AgCl', 'KCl']",Silver / silver chloride / saturated KCl,10.1016/j.elecom.2006.09.032
45378,,"['Ag', 'AgCl', 'KCl']",Silver / silver chloride / saturated KCl,10.1016/j.electacta.2008.02.099
46437,,"['Ag', 'AgCl', 'NaCl']",Ag / AgCl / NaCl,10.1016/j.electacta.2009.05.045
48030,,"['Ag', 'AgCl', 'NaCl']",Ag / AgCl / NaCl,10.1016/j.electacta.2010.08.082
117804,,"['Ag', 'AgCl', 'NaCl']",Ag / AgCl / NaCl,10.1016/j.jelechem.2009.04.033
4108,,"['Ag', 'AgCl']",Ag / Ag Cl,10.1016/S0013-4686(98)00304-1
84864,,"['Ag', 'AgCl']",Ag / Ag Cl,10.1016/j.electacta.2019.134706
2776,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/S0003-2670(97)00246-8
3965,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/S0013-4686(96)00195-8
4406,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/S0014-2999(03)01324-4
4631,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/S0022-0728(02)00795-7
5678,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/S0165-0270(01)00330-2
5686,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/S0165-9936(03)00703-9
7311,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/S0302-4598(00)00075-1
7375,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/S0375-6742(01)00157-1
7526,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/S0378-7753(00)00459-6
11571,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/S0925-4005(00)00396-8
11622,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/S0925-4005(98)00078-1
13355,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/S1388-2481(01)00194-1
13851,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/S1567-5394(01)00175-X
14062,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.ab.2005.11.021
16063,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.apsusc.2014.09.044
20535,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.bios.2006.08.043
20541,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.bios.2008.03.028
21142,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.carbon.2009.12.028
21874,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.carbon.2015.05.055
22209,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.carbon.2016.08.002
34738,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.ceramint.2017.05.007
37595,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.chempr.2017.05.004
38841,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.corsci.2010.11.008
38862,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.corsci.2013.09.002
42029,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.elecom.2013.03.013
43225,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.electacta.2004.10.005
43457,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.electacta.2005.02.094
45695,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.electacta.2008.08.025
48491,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.electacta.2010.12.029
50132,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.electacta.2011.12.050
51888,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.electacta.2012.08.046
54258,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.electacta.2013.06.068
57008,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.electacta.2014.02.073
68055,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.electacta.2016.06.035
72360,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.electacta.2017.03.057
91175,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.est.2016.11.001
91727,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.foodchem.2019.125374
92102,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.hydromet.2017.10.022
92115,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.ica.2009.10.007
100475,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.jallcom.2014.12.092
106120,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.jallcom.2017.08.256
106883,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.jallcom.2017.11.111
107506,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.jallcom.2018.01.083
121085,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.jfluchem.2014.12.001
123106,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.jpcs.2004.07.018
124710,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.jpowsour.2004.07.004
130228,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.jpowsour.2008.10.049
142255,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.jpowsour.2013.09.075
143390,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.jpowsour.2014.01.034
149046,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.jpowsour.2015.05.064
160910,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.jpowsour.2018.12.038
163655,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.jssc.2012.08.063
163943,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.jssc.2016.07.006
172877,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.matlet.2016.05.060
174793,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.matpr.2017.09.151
175865,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.micromeso.2012.07.044
178167,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.mtener.2017.08.004
180635,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.nanoen.2015.02.006
181471,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.nanoen.2016.01.015
182211,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.nanoen.2016.09.040
183525,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.nanoen.2017.11.018
187835,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.porgcoat.2009.12.010
188461,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.renene.2019.09.080
190181,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.solidstatesciences.2018.08.009
190554,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.ssi.2002.12.003
195408,,"['Ag', 'AgCl']",Ag / AgCl ,10.1016/j.synthmet.2005.10.008
202203,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C2AN15912K
206847,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C3AN36929C
211429,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C3RA44156C
212900,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C3TA11054K
212951,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C3TA11144J
212977,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C3TA11263B
215061,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C3TA15022D
216120,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C4CP00763H
217113,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C4EE00317A
219315,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C4OB00302K
219900,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C4RA02962C
225598,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C4TA06018K
226314,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C4TA07106A
226411,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C4TC01010H
226599,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C5CC02235E
227423,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C5CP00676G
227937,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C5CP06970J
229437,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C5NJ02104A
230473,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C5NR05864C
230526,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C5NR06340J
231261,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C5RA02121A
231374,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C5RA02926K
231953,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C5RA06332A
232293,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C5RA07989F
233273,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C5RA14050A
233578,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C5RA16937B
234100,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C5RA19478D
234725,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C5RA23100K
236538,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C5TA01771H
240172,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C5TA08857G
240750,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C6AY02767A
242962,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C6EE02229D
242989,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C6EE02604D
243128,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C6FD00239K
244947,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C6RA03712G
245473,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C6RA07297F
245944,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C6RA10989F
246781,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C6RA17109E
247277,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C6RA21281F
252554,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C6TA08624A
252610,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C6TA08736A
252747,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C6TA09193H
253062,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C6TA09874F
255824,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C7LC00036G
256898,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C7NR03661B
257032,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C7NR04733A
263044,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C7TA04172A
263085,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C7TA04314G
266270,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C8AY01942H
267226,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C8CE01331D
267854,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C8CS00664D
268586,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C8DT03897J
270151,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C8NR00790J
272256,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C8QI00972D
272693,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C8RA01001C
273189,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C8RA05393F
273790,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C8SC04369H
278614,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C8TA09368G
279278,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C8TA11233A
283142,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C9TA00807A
284912,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C9TA03825F
285127,,"['Ag', 'AgCl']",Ag / AgCl ,10.1039/C9TA04496E
48937,,"['Ag', 'AgCl']",Ag / AgCl / 3 M KCl,10.1016/j.electacta.2011.03.094
81715,,"['Ag', 'AgCl']",Ag / AgCl / 3 M KCl,10.1016/j.electacta.2018.12.047
276670,,"['Ag', 'AgCl']",Ag / AgCl / 3 M KCl,10.1039/C8TA04817G
49237,,"['Ag', 'AgCl']",Ag / AgCl / Saturared KCl,10.1016/j.electacta.2011.05.079
1166,,"['Ag', 'AgCl']",Silver / silver chloride,10.1016/0039-9140(92)80161-6
3456,,"['Ag', 'AgCl']",Silver / silver chloride,10.1016/S0013-4686(02)00054-3
39008,,"['Ag', 'AgCl']",Silver / silver chloride,10.1016/j.cplett.2007.04.072
44121,,"['Ag', 'AgCl']",Silver / silver chloride,10.1016/j.electacta.2006.04.021
113804,,"['Ag', 'AgCl']",Silver / silver chloride,10.1016/j.jare.2011.09.001
166181,,"['Ag', 'AgCl']",Silver / silver chloride,10.1016/j.matchemphys.2013.10.035
197418,,"['Ag', 'AgCl']",Silver / silver chloride,10.1039/B408939A
199647,,"['Ag', 'AgCl']",Silver / silver chloride,10.1039/C0JM00973C
239049,,"['Ag', 'AgCl']",Silver / silver chloride,10.1039/C5TA05572E
269370,,"['Ag', 'AgCl']",Silver / silver chloride,10.1039/C8EW00209F
1241,,"['Ag', 'AgCl']",Silver / silver chloride ,10.1016/0141-5425(93)90083-B
2624,,"['Ag', 'AgCl']",Silver / silver chloride ,10.1016/0925-4005(91)80195-P
2711,,"['Ag', 'AgCl']",Silver / silver chloride ,10.1016/0956-5663(92)85052-C
202231,,"['Ag', 'AgCl']",Silver / silver chloride ,10.1039/C2AY00011C
282300,,"['Ag', 'AgCl']",Silver / silver chloride ,10.1039/C9SC01728C
25095,,"['Ag', 'AgCl2H2O']",Ag / AgCl2H2O,10.1016/j.cej.2011.02.029
78809,,"['Ag', 'AgCl2K']",Ag / AgCl KCl,10.1016/j.electacta.2018.05.151
114713,,"['Ag', 'AgCl2K']",Ag / AgCl KCl,10.1016/j.jcis.2017.07.054
12222,,"['Ag', 'AgClO4']",Ag / AgClO4,10.1016/S0927-0248(00)00372-X
21434,,"['Ag', 'AgClO4']",Ag / AgClO4,10.1016/j.carbon.2013.09.009
53229,,"['Ag', 'AgClO4']",Ag / AgClO4,10.1016/j.electacta.2013.02.084
85817,,"['Ag', 'AgClO4']",Ag / AgClO4,10.1016/j.ensm.2015.08.003
189169,,"['Ag', 'AgClO4']",Ag / AgClO4,10.1016/j.sna.2006.03.016
255185,,"['Ag', 'AgClO4']",Ag / AgClO4,10.1039/C7DT02878D
266425,,"['Ag', 'AgClO4']",Ag / AgClO4,10.1039/C8CC01932K
4910,,"['Ag', 'AgI']",Ag / AgI,10.1016/S0022-1139(00)80086-X
5352,,"['Ag', 'AgI']",Ag / AgI,10.1016/S0079-6816(98)00022-7
5800,,"['Ag', 'AgI']",Ag / AgI,10.1016/S0167-2738(00)00628-7
11620,,"['Ag', 'AgI']",Ag / AgI,10.1016/S0925-4005(98)00043-4
197795,,"['Ag', 'AgI']",Ag / AgI,10.1039/B711981J
40493,,"['Ag', 'AgI']",Ag / AgI / I−1,10.1016/j.elecom.2007.06.031
141,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1016/0010-938X(92)90034-Z
4674,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1016/S0022-0728(02)01188-9
23379,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1016/j.carbon.2018.12.009
39553,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1016/j.egypro.2017.07.397
42482,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1016/j.elecom.2016.06.015
43031,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1016/j.electacta.2004.03.009
53236,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1016/j.electacta.2013.02.084
72209,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1016/j.electacta.2017.02.143
76702,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1016/j.electacta.2017.12.129
78588,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1016/j.electacta.2018.05.043
131836,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1016/j.jpowsour.2009.12.120
140305,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1016/j.jpowsour.2013.04.058
186637,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1016/j.pecs.2018.03.001
196393,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1016/j.tsf.2015.02.025
206267,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1039/C2SC21413J
208309,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1039/C3CP54894E
217057,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1039/C4DT03358B
222140,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1039/C4SC01335B
227936,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1039/C5CP06969F
230936,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1039/C5PY01864A
243143,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1039/C6FD90067D
251040,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1039/C6TA05417J
255706,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1039/C7FD00142H
255736,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1039/C7GC00849J
267407,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1039/C8CP02912A
267989,,"['Ag', 'AgNO3']",Ag / AgNO3,10.1039/C8CS00897C
219324,,"['Ag', 'AgNO3']",Ag / AgNO3 / acetonitrile,10.1039/C4QI00069B
142,2,"['Ag', 'AgNO30.1']",Ag / AgNO3(0.1),10.1016/0010-938X(92)90034-Z
76704,,"['Ag', 'AgNo3']",Ag / AgNo3,10.1016/j.electacta.2017.12.129
126025,,"['Ag', 'AgSO4']",Ag / AgSO4 ,10.1016/j.jpowsour.2005.11.004
138247,,"['Ag', 'AgVO3']",Ag / AgVO3,10.1016/j.jpowsour.2012.11.104
222355,,"['Ag', 'AgVO3']",Ag / AgVO3,10.1039/C4TA00437J
207359,,"['Ag', 'AgVO3']",Ag / β-AgVO3,10.1039/C3CE41496E
221557,,"['Ag', 'AgVO3']",Ag / β-AgVO3,10.1039/C4RA12472C
238751,,"['Ag', 'AgVO3']",Ag / β-AgVO3,10.1039/C5TA05110J
217588,,"['Ag', 'Al']",Ag / Al,10.1039/C4LC00091A
14114,,"['Ag', 'Au']",Ag / Au / PdNPs-GC,10.1016/j.aca.2007.03.021
241873,,"['Ag', 'Au']",Ag @ Au,10.1039/C6CP08925A
1519,,"['Ag', 'C']",Ag / C,10.1016/0254-0584(95)01738-0
12980,,"['Ag', 'C']",Ag / C,10.1016/S1003-6326(15)63632-9
14473,,"['Ag', 'C']",Ag / C,10.1016/j.apcatb.2011.03.007
40072,,"['Ag', 'C']",Ag / C,10.1016/j.elecom.2006.01.020
41517,,"['Ag', 'C']",Ag / C,10.1016/j.elecom.2010.09.016
41863,,"['Ag', 'C']",Ag / C,10.1016/j.elecom.2012.05.004
43629,,"['Ag', 'C']",Ag / C,10.1016/j.electacta.2005.07.054
55663,,"['Ag', 'C']",Ag / C,10.1016/j.electacta.2013.10.116
92460,,"['Ag', 'C']",Ag / C,10.1016/j.ijhydene.2009.09.078
93905,,"['Ag', 'C']",Ag / C,10.1016/j.ijhydene.2016.05.287
103497,,"['Ag', 'C']",Ag / C,10.1016/j.jallcom.2016.10.031
117103,,"['Ag', 'C']",Ag / C,10.1016/j.jechem.2019.04.013
121450,,"['Ag', 'C']",Ag / C,10.1016/j.jiec.2015.08.004
126791,,"['Ag', 'C']",Ag / C,10.1016/j.jpowsour.2006.06.029
127062,,"['Ag', 'C']",Ag / C,10.1016/j.jpowsour.2006.09.107
131364,,"['Ag', 'C']",Ag / C,10.1016/j.jpowsour.2009.08.100
140593,,"['Ag', 'C']",Ag / C,10.1016/j.jpowsour.2013.05.015
148554,,"['Ag', 'C']",Ag / C,10.1016/j.jpowsour.2015.04.060
170389,,"['Ag', 'C']",Ag / C,10.1016/j.materresbull.2018.03.035
209945,,"['Ag', 'C']",Ag / C,10.1039/C3NR03772J
224410,,"['Ag', 'C']",Ag / C,10.1039/C4TA03937H
225030,,"['Ag', 'C']",Ag / C,10.1039/C4TA05005C
262539,,"['Ag', 'C']",Ag / C,10.1039/C7TA03287K
56493,,"['Ag', 'C']",Ag / C ,10.1016/j.electacta.2013.12.125
209947,,"['Ag', 'C']",Ag / C ,10.1039/C3NR03772J
